Person_ID,Age,Annual_Income,Rent_Amount,Utilities_Amount,Education_Expenditure,Healthcare_Expenditure,Luxury_Spending,Savings_to_Income_Ratio,Travel_Expenditure,Missed_Payment_Rent,Missed_Payment_Utilities,Employment_Stability,Debt_to_Income_Ratio,Tax_Compliance,Dependents,Aspirational_Spending_Ratio,Emergency_Fund_Ratio,Pre_Cursor_Credit_Score
250ab8a7-26ed-489f-a124-ed6a62f3b32d,43,83750.96,1417.34,420.27,151.19,11001.36,8013.86,0.381,8682.95,4,2,13,0.349,1,5,0.199,0.965,657.87
ffb46a31-55e3-48e4-8b9e-74bacd202dc7,18,54902.29,855.79,158.05,23128.95,4386.26,11700.26,0.259,12692.15,1,0,0,0.294,1,3,0.444,0.859,655.36
bb6a7d54-8297-42f4-aa6a-64fef1042df5,44,64535.88,1171.01,253.55,228.55,1798.62,20966.29,0.642,576.69,0,1,20,0.247,1,1,0.334,2.193,752.52
977baf32-4d2e-49f8-9da7-b9e724e077c3,23,37437.01,1137.4,340.05,133.57,2372.93,9674.2,0.426,6242.48,6,6,3,0.745,1,0,0.425,0.793,557.79
6d182f19-f000-49a2-8d02-b02862ad0886,42,75727.64,979.3,215.24,165.52,11434.29,14247.33,0.561,730.14,9,11,10,0.629,1,1,0.198,1.649,536.69
d7c74a23-1335-4b17-8379-f7911b3dbe51,35,44858.95,2120.67,454.1,28.66,5583.35,12606.11,0.292,4129.78,11,12,0,0.415,1,0,0.373,0.359,470.55
207cb958-cfeb-44fd-8954-60f293266abf,25,55551.05,894.76,250.32,131.51,3086.78,23298.28,0.962,1604.8,9,7,5,0.383,1,0,0.448,3.176,613.42
930275fe-26b1-4f30-8a46-0cc626196bd3,31,31337.88,1601.97,373.13,196.66,8637.04,13145.16,0.953,8570.2,10,12,7,0.824,1,5,0.5,0.924,527.35
6263f450-a5bf-4f93-baad-c1697a6cb0c8,42,30061.37,1042.88,350.21,112.91,1206.3,10915.7,0.054,5665.91,6,8,17,0.383,1,4,0.5,0.1,570.63
0d6802c2-1b5f-46a7-a62c-377b96669b43,36,63764.11,765.35,206.15,33.82,5240.74,30366.01,0.371,12788.1,1,3,4,0.016,1,0,0.5,1.4,673.62
3a334c7c-996c-46f0-ae3d-d3e4630227c0,41,41127.86,1241.13,318.3,36.11,8229.95,12136.93,0.093,10501.53,12,12,2,0.785,1,0,0.5,0.142,424.98
6d2b230f-4e61-4b39-a4e2-0e082c1f47c1,55,32923.54,1459.64,346.45,11888.41,10298.39,126.06,0.867,7240.21,2,3,5,0.984,1,5,0.224,0.893,639.93
cdac30c9-02a5-4d07-8f5d-fba2e58d218f,19,37136.33,1568.2,471.59,63.26,1545.0,5402.03,0.678,1383.65,10,8,1,0.577,1,2,0.183,0.968,537.47
981be0f4-18f2-44e1-96d2-b495c7a43fbd,51,63979.06,1824.91,474.16,116.35,8839.68,10499.69,0.643,11852.86,7,9,20,0.582,1,4,0.349,1.129,603.41
a5e869ff-1086-41a3-a5a8-ac3cf13b3973,36,37419.24,2378.1,500.0,25142.81,7848.68,10240.26,0.848,10980.72,11,9,4,0.119,1,4,0.5,0.749,573.98
61d2c546-1166-4531-a8e3-f92eeaf8b8b7,26,47646.9,1300.21,285.35,308.42,4679.08,21557.59,0.718,3060.59,3,1,4,0.802,1,2,0.5,1.443,648.45
722287b6-05f2-4300-8aac-00200e20dc3c,22,50300.56,934.76,230.02,52.19,4633.28,21078.83,0.387,9351.59,4,2,0,0.683,1,1,0.5,1.046,600.1
979db0ab-e7b8-4d63-b7f7-0a4cd1a88547,33,11653.02,1381.15,296.41,4382.36,2600.18,1352.76,0.396,1970.34,6,7,1,0.518,0,0,0.285,0.203,526.65
ec1edf3e-d9f2-431f-b04c-b3c9eb7cf4a2,44,20577.47,1093.51,324.82,316.08,11275.49,12402.93,0.303,2417.73,7,8,2,1.04,1,2,0.5,0.22,497.4
6de112f2-be3c-4247-91ef-5eaa4f8259ba,34,56725.56,1570.39,302.18,488.81,4704.44,18695.29,0.296,16245.67,0,0,3,0.059,1,2,0.5,0.618,689.51
3e47a1e8-5647-4bcc-b0a2-0b07750286a8,50,35259.41,681.13,163.31,23338.7,15188.06,17409.54,0.634,3769.94,6,8,0,0.702,1,4,0.5,0.883,554.11
2c497ea2-1b7c-4dad-adeb-4a071ba19e1d,20,71134.5,2147.33,500.0,4.2,143.29,1113.36,0.166,1999.17,2,1,2,0.281,1,1,0.044,0.37,635.35
56d2f005-1d85-4267-bea5-04d7aa405c19,35,69336.14,1542.42,402.71,29992.1,4095.7,16081.73,0.216,20000.0,4,5,7,0.514,1,5,0.5,0.546,590.05
652b0d7f-9841-4360-aca4-08910c5c0f82,22,64383.37,526.4,95.74,492.76,1221.68,31808.88,0.032,14084.9,11,10,1,0.144,0,4,0.5,0.237,458.36
51c7b3fb-1a72-481f-ba7f-1b98e0f667fa,39,86395.44,916.39,262.11,148.26,6667.31,42213.06,0.633,8875.83,11,12,2,0.397,1,1,0.5,2.628,517.9
1bdf1f2f-dcbf-4be1-84ad-e6ff50a05f14,44,48338.21,1526.43,337.31,237.59,3292.62,7993.36,0.995,4067.83,0,2,13,0.54,1,2,0.25,1.875,732.48
a887aa91-e044-4843-8b85-5c9d63941718,31,62977.64,1670.54,416.52,10549.52,7034.41,0.53,0.895,17533.48,10,11,6,0.293,1,2,0.278,1.757,568.92
01b18b59-27d8-427a-a8ee-5af5ad55d0e8,18,38311.98,691.1,205.37,16572.5,4884.18,11239.48,0.476,3144.07,2,1,0,0.224,1,5,0.375,1.166,663.72
88c68b68-9c5f-4daa-9d95-c851665ed130,37,99047.4,1485.21,394.45,393.52,2400.84,42934.02,0.796,15961.22,4,2,12,0.994,1,2,0.5,3.159,657.08
b8827d6f-8501-4dc3-9c2c-d29a1ee3d9af,39,89672.67,421.06,71.51,386.88,1928.13,14540.3,0.446,5782.68,0,0,6,0.927,1,1,0.227,5.102,675.12
37e4b2fc-02d2-4b7c-a087-bf6768b3ee6d,39,50237.61,1164.27,350.94,140.41,10504.29,23467.75,0.333,14999.16,1,2,15,0.461,1,4,0.5,0.583,673.67
442d8fb9-669c-43db-b79a-856e5c1e6be1,47,57731.72,1644.82,415.54,450.97,5224.55,9603.74,0.414,13327.52,12,11,2,0.462,0,3,0.397,0.798,457.8
23af7065-f468-4990-9b92-552b774841da,24,77185.95,979.39,282.0,324.47,3209.23,23549.48,0.08,13144.03,2,3,1,0.785,1,2,0.475,0.337,574.63
4c005849-444a-4184-b1e3-5ea110159b8d,42,47057.21,597.23,225.76,8150.08,2855.61,16988.74,0.652,10528.95,12,10,4,0.1,1,2,0.5,2.41,552.21
13d89acd-ff78-4839-b370-2e268720eaf4,47,36867.52,1258.49,370.5,12829.82,6150.71,6367.31,0.256,10135.26,7,9,2,0.565,1,3,0.448,0.367,518.96
a9cdaac4-170a-4cb9-991e-7b084e6dc4ac,18,67479.8,958.11,295.53,175.06,1281.05,11883.41,0.572,19497.43,4,5,0,0.615,1,2,0.465,2.364,603.22
3367633a-71c4-4c2d-965f-ac4e96ea7674,38,51568.78,1451.82,372.59,114.36,7786.23,12118.53,0.23,12160.21,4,2,14,0.594,1,2,0.471,0.4,628.21
d1ad1dca-7286-4a3e-851c-054afe828104,30,53659.89,845.87,251.16,90.47,4605.01,22409.0,0.267,13668.24,12,12,3,0.96,0,2,0.5,0.806,406.21
0bf568d4-49e3-4bfa-9b8f-f35f42cabf0b,34,33314.57,890.95,233.42,290.0,8244.32,1679.9,0.959,3975.7,2,3,10,0.219,1,2,0.17,1.47,717.04
08780d4a-3585-494c-84b3-4b4641910332,38,15646.56,391.6,50.0,171.86,3656.51,4940.24,0.15,1839.2,8,9,17,0.477,1,1,0.433,0.262,548.92
c17d3d29-a1f3-4eff-9d1c-8f3d1781de7d,30,54722.85,1267.98,332.13,4323.46,4667.03,18533.2,0.524,13269.69,8,6,4,0.098,0,2,0.5,1.201,571.81
bd4254f9-8678-4fcd-a37f-bfff506d761b,28,68099.24,1135.64,296.73,137.73,2235.89,18995.36,0.11,15518.97,11,9,5,0.486,1,1,0.5,0.386,488.62
8c9b5718-3561-43fa-9c3f-ec4bbf9d9ddc,35,45483.87,724.65,210.35,161.82,10063.57,21282.78,0.136,12294.04,11,12,12,0.952,1,4,0.5,0.291,453.39
c32e3f63-5c29-4ac8-864b-f919179cad52,24,78728.59,1277.52,312.98,26792.52,3854.29,23696.94,0.479,3141.5,1,1,4,0.33,1,5,0.341,1.644,678.33
9442a956-b181-4640-98fc-1d26330340b7,24,35921.67,1610.83,364.63,5679.72,1280.95,11397.53,0.394,7444.55,7,9,0,0.266,1,1,0.5,0.566,546.5
14293b81-6412-4c07-b443-59010e860ca1,42,28905.91,1113.77,311.27,459.68,3524.97,8668.3,0.233,5616.26,0,1,13,0.318,1,2,0.494,0.327,684.39
06132a29-8429-498e-a674-88d9c866cb92,24,48655.39,1307.27,261.15,470.59,612.2,17565.05,0.686,11655.69,4,5,0,1.443,1,3,0.5,1.718,552.15
0981bf99-f3de-4de5-9ce5-3a2c51736b02,42,48348.15,1309.32,400.27,475.89,359.47,3273.4,0.717,356.12,6,7,8,0.973,1,2,0.075,1.661,576.62
dc433cde-9c46-44e4-930c-2e6087e0fcb6,40,65399.37,718.27,168.0,19985.54,6472.88,29242.55,0.336,16210.92,7,5,3,0.952,1,3,0.5,1.284,538.83
2ddf62df-a306-4f82-8fe9-41a0f24c2f09,18,34500.74,2022.63,500.0,200.17,1867.14,733.01,0.175,3378.59,7,8,0,0.254,1,1,0.119,0.188,535.2
93780d8a-37f1-4d93-b66b-44a79cc64384,28,77361.88,1011.66,280.84,26610.75,8303.28,24784.58,0.767,15947.12,5,6,4,0.815,1,1,0.5,2.492,601.22
ed987f47-56c9-44fd-973f-509852b565e1,47,89338.34,1462.45,395.15,199.59,2477.72,27493.02,0.753,16524.72,6,8,1,0.106,1,5,0.493,2.716,617.73
21e46875-6de5-43bb-a0b0-5667b2fcacf0,25,49217.12,1507.69,306.47,17547.4,6107.02,5121.56,0.191,6499.59,3,1,7,0.268,1,1,0.236,0.337,643.85
a237af31-88b1-4964-a9ea-eabc83ded7bd,30,74994.21,1144.16,327.24,24883.74,2916.66,1526.54,0.382,16784.32,12,12,4,0.393,1,1,0.244,1.392,488.15
7749eb1d-a3e2-4be6-aef5-b1a531be5d44,40,28870.06,1442.72,375.84,3958.01,2751.23,2004.09,0.256,8325.13,9,9,19,1.06,1,0,0.358,0.301,515.28
763bda74-e276-432c-a6f4-bcc4d65f756b,43,71504.43,1298.33,292.82,41.4,12829.04,9712.88,0.329,6938.97,6,8,17,1.033,0,3,0.233,0.737,524.64
0fc6c929-7c63-4758-a80b-fe96486515dc,32,70945.53,632.94,120.75,14517.29,7902.29,31290.73,0.323,15929.45,6,8,1,0.97,1,1,0.5,1.352,515.35
6082c908-4875-4c41-8de7-c590bdbd6662,29,67268.75,1067.09,250.07,160.76,5627.08,28782.09,0.977,6347.55,8,8,8,0.808,1,0,0.5,3.066,593.08
aa0d622e-b7a6-4a4e-b5d8-54b1f16212e6,49,49688.74,954.98,173.81,404.78,10510.44,1586.45,0.86,12605.83,10,12,9,0.344,1,1,0.286,1.776,562.86
2280053d-f765-442e-88d5-29c10f9c7070,52,10000.0,1015.3,339.94,20836.92,15862.1,1446.34,0.848,1311.82,1,2,15,0.457,0,4,0.276,0.264,687.18
fea2f407-95b2-4ceb-976f-353a97a48720,45,37165.46,678.4,243.91,455.35,8213.64,16525.92,0.314,5009.15,10,11,7,0.815,1,4,0.5,0.605,481.51
238cc939-97a3-426a-aa51-d727a2a0a335,36,37481.68,1650.57,435.23,314.53,1128.74,4435.19,0.051,8679.41,7,6,13,0.607,1,0,0.35,0.1,552.01
ecaa07fe-48d3-415e-a748-27873987dafc,27,30434.9,1840.8,449.03,40.76,538.89,15156.05,0.105,4530.26,8,6,3,1.347,1,2,0.5,0.114,470.14
57254746-dd23-4ecb-82e0-0e53c02febfb,27,52444.86,1591.2,387.94,282.96,5537.96,6734.97,0.575,4195.24,2,3,9,0.385,1,0,0.208,1.03,668.78
dd2095cf-609c-4ea7-bc3a-5e1b677e09f1,40,41620.73,1708.21,464.96,25.23,8093.55,15381.22,0.321,12430.49,7,5,12,0.743,1,5,0.5,0.391,571.8
2120fe1e-9ac4-4b00-96a2-7100f85267f5,39,33507.76,1062.15,353.43,425.73,8978.09,6987.36,0.233,6234.71,0,2,18,0.731,1,2,0.395,0.301,661.58
d899f0f5-0e38-4f5a-b824-d245e0c435f8,49,28824.0,945.5,207.86,108.27,1640.05,1963.56,0.1,5578.74,12,11,1,0.44,1,4,0.262,0.186,454.79
bc610f51-1bda-4d90-ac96-3672279580b1,42,35689.74,888.57,166.26,421.14,12211.04,4553.2,0.882,6922.9,9,10,4,0.716,1,3,0.322,1.266,546.61
b28f24c9-fa17-40fa-9148-76fdee07e57a,20,72429.98,1457.63,441.79,498.57,3391.74,24449.39,0.484,19194.5,4,6,1,1.042,1,3,0.5,1.339,555.7
2f5044bb-95a4-4c9c-91ee-1dec292c4202,46,36779.5,1290.83,233.35,193.22,9193.71,6198.38,0.171,2028.82,0,0,20,0.54,1,3,0.224,0.229,690.74
4cdf8a94-ebc9-4cda-ad00-4b541681747d,25,39701.23,1169.11,241.85,340.1,268.1,11992.32,0.778,704.52,0,2,6,0.266,1,0,0.32,1.796,713.73
6f04c7f5-448c-424b-bddc-1409f5e00f01,31,40866.05,1718.06,417.17,314.43,9166.22,4199.62,0.768,4740.88,12,10,4,0.333,1,2,0.219,0.902,537.47
812dbbfe-d955-468c-914c-83aad291949a,38,56779.87,1361.98,262.47,193.94,6578.0,12735.18,0.325,9622.57,5,7,7,0.446,1,4,0.394,0.708,580.54
0262cef0-e2f4-4f6e-97d0-ba6020186a54,55,59124.99,864.54,271.74,22297.72,9533.84,15143.26,0.272,5067.77,4,6,0,0.335,1,5,0.342,0.694,580.52
88b7ea91-2554-48f8-b75a-89073f975498,65,10000.0,927.64,274.76,303.85,18871.11,2063.92,0.919,2067.62,4,6,4,1.073,0,3,0.413,0.276,564.36
66f9f334-eac8-4161-bfc2-861181515bb1,41,70432.7,1472.8,339.46,45.28,11724.11,6969.95,0.363,1561.83,1,0,10,0.123,0,2,0.121,0.764,675.17
92a638a8-ea8c-48df-8fed-0de92a267441,33,78727.36,1616.69,468.15,130.33,2236.88,18168.45,0.855,18675.14,9,11,7,0.093,1,2,0.468,2.47,594.06
f5a9c8e0-0293-4cf0-8e40-1d2953ecc116,40,28996.27,1420.67,427.63,388.54,11459.68,10045.77,0.091,6246.54,8,7,16,1.042,1,4,0.5,0.1,517.61
c4cb0c02-3cd4-4400-a312-83614ffc3816,44,30554.04,1958.76,484.03,61.65,9972.72,14740.88,0.524,1961.06,11,10,9,0.414,1,0,0.5,0.408,530.82
31bfdb59-da4b-464e-ad30-1e85f7c9c8a8,32,40994.93,1854.0,440.97,476.14,186.1,16183.19,0.221,3670.53,4,4,13,0.944,1,2,0.484,0.327,584.21
c1503a20-6dd0-45c3-a4a5-eed5e25eab75,53,34879.92,1376.41,457.08,1073.95,3911.29,2816.04,0.697,8444.45,2,4,0,1.285,1,4,0.323,0.938,583.69
52722dca-6ddf-4773-b4e6-01de974d4b68,37,54478.54,864.57,252.2,128.7,4701.62,7428.2,0.997,12639.09,10,11,4,0.875,1,2,0.368,3.0,538.66
89107773-735d-4c3f-8ab4-a1007fe25510,40,11069.49,676.0,181.82,229.65,7173.2,436.27,0.442,2702.39,6,5,14,0.083,1,3,0.284,0.28,640.07
94f04a9d-4ad3-4ae3-be3e-f2327691d127,42,27641.45,1045.05,329.44,6959.86,9063.34,1874.77,0.145,2672.18,5,7,9,0.638,1,5,0.164,0.157,554.96
ae25ce78-1bab-469c-a122-65417396c39a,39,80783.94,1501.29,390.42,350.11,2522.52,10125.58,0.352,20000.0,10,11,14,0.415,1,3,0.373,1.127,534.27
ed8dd517-fe91-4fd3-a85e-7a3a882397c0,43,31435.6,1930.66,457.38,12505.65,11070.19,3136.13,0.897,6746.13,5,3,0,0.352,1,2,0.314,0.71,647.04
ecb22fab-eb8f-44d6-bd52-ecf616274286,29,74868.57,1366.98,345.75,151.6,7546.38,7997.81,0.777,1464.45,4,5,7,0.607,1,3,0.126,2.07,638.32
01b649c9-2cc6-4897-b09c-d1d1757f39c1,29,57106.76,1667.49,468.81,447.81,5666.14,6589.27,0.271,8184.57,3,2,10,0.931,1,0,0.259,0.494,605.96
8a9b8f42-918d-4dbf-bb18-4e47afb9e467,24,13814.65,1101.88,175.86,21705.11,6801.92,2076.89,0.487,2754.15,5,4,1,0.857,1,3,0.35,0.304,570.99
99b52c82-6bb3-4126-8724-5f41c6d80a5d,39,62706.58,1449.11,347.88,410.03,9755.79,3937.54,0.641,3172.64,6,5,5,0.489,1,3,0.113,1.283,609.34
adbc118d-641b-426c-8844-507f1c269261,43,47646.65,1529.34,451.49,51.37,2932.25,6618.95,0.21,12889.88,11,11,1,1.573,1,5,0.409,0.375,395.04
36c0e69e-a3eb-4880-986d-20c8949ae1ff,40,40890.66,408.16,76.45,145.62,9829.87,14074.81,0.594,9250.8,7,8,1,0.441,1,4,0.5,1.552,567.16
3ab8a2ca-155d-417e-b713-79803d8a94a5,52,54899.14,1034.62,335.96,13363.79,15251.23,6489.11,0.565,1341.16,1,3,16,0.602,1,5,0.143,0.979,680.03
0b348089-d78b-49c9-af87-4d12d9fc58ce,35,59492.67,1579.88,465.71,339.04,1481.92,5111.56,0.829,16298.58,3,5,4,0.406,1,2,0.36,1.895,655.24
3d0ce6ed-fe2b-421b-bd48-88b5c26e16f5,42,64151.84,1309.79,324.17,14528.98,12647.79,2171.4,0.377,7782.32,10,9,19,0.367,1,2,0.155,0.75,567.35
ec3b66f6-10c3-435f-8a34-8b8dca5687be,24,73565.06,721.39,151.92,386.65,184.56,18390.22,0.451,9985.78,6,7,5,0.132,1,1,0.386,3.111,612.22
890252db-5f29-4f91-a720-02ff64b707c8,31,58162.72,300.0,60.63,87.56,4980.67,24486.0,0.821,13664.31,2,0,11,0.465,1,1,0.5,5.13,735.69
356257f4-4cf6-4cf2-93f1-3ce866b106d1,42,22487.32,1053.69,396.65,45.23,10001.08,663.56,0.691,4344.53,4,5,3,0.456,1,5,0.223,0.567,622.34
2521f935-5442-498b-be67-6c9fc7db533d,43,40527.09,1171.37,386.56,19155.72,10458.1,10989.45,0.296,5319.53,9,11,8,0.759,1,1,0.402,0.411,493.58
52807637-ef39-41b1-9161-a752491ea6d3,32,108860.97,846.43,217.88,10497.36,7233.7,35413.5,0.972,8478.9,6,5,10,0.14,1,2,0.403,5.289,696.43
144fb2e4-2c46-44d1-a83e-b7a1e531b825,34,64489.82,1257.23,283.9,4794.09,5537.83,19103.87,0.571,10000.35,8,9,9,0.621,1,1,0.451,1.532,558.74
c017fa85-edb1-4d54-bce5-1f78549ecf40,20,97385.75,1402.55,356.49,16.49,4005.93,42734.0,0.624,16921.16,5,5,2,0.988,1,1,0.5,2.42,579.66
15b5fa55-22ce-4bc8-bc8b-3c5eb0615814,31,77908.68,1468.27,379.26,41.5,6676.28,33749.87,0.255,14746.53,1,0,13,0.101,1,2,0.5,0.689,703.11
e50f21a2-057e-426c-8a1e-c06eda9e7998,44,54836.04,300.0,50.0,163.75,6695.3,1571.26,0.984,9953.78,8,8,4,0.563,1,2,0.21,4.952,609.88
9ae5d1d6-b2db-4020-be63-aecb7b14f38a,41,56028.14,674.29,172.57,317.8,7514.8,10111.51,0.825,10375.91,5,4,14,0.957,1,4,0.366,2.615,640.46
aafe250b-5462-40b6-bf0f-0353a7698f91,40,49268.4,1078.15,335.66,383.28,10416.84,16525.36,0.952,7031.65,9,11,12,1.153,1,4,0.478,1.713,538.78
2a1bab59-77d4-46cd-b365-22240bd0ccfa,35,15243.91,1428.87,267.25,457.47,3369.47,7259.49,0.252,2569.61,11,9,13,0.515,1,4,0.5,0.162,519.11
c4f6cca1-850e-4aa0-9f93-14718c6432a3,35,50360.95,1395.69,390.25,491.36,5634.53,20262.35,0.459,4360.83,1,2,3,0.754,1,2,0.489,0.854,632.41
ee14deac-6b27-4007-81e3-85b7973a79e9,28,74213.49,1388.75,415.93,486.7,73.06,6552.65,0.143,3526.07,12,12,5,0.34,1,0,0.136,0.488,469.86
a979e5eb-8bd5-4ca1-b063-7da896fd51b9,42,38007.2,1046.63,233.63,363.99,8883.79,5305.97,0.18,6920.38,0,0,14,0.826,1,1,0.322,0.282,655.61
bbe6238b-e569-4475-90cc-a2a1fe4a3651,39,58239.06,1068.95,351.95,2068.61,2344.63,22235.49,0.32,821.15,11,9,12,0.342,0,1,0.396,0.961,510.76
91b505a1-4c43-4779-8093-74e7a631797d,40,67031.82,908.67,192.65,400.97,5920.02,15801.91,0.954,1311.28,3,1,12,0.545,1,3,0.255,3.342,718.03
8da4dda8-86c1-47ec-ae99-75e01e096619,30,31806.39,1507.28,398.87,31.91,1940.36,8703.86,0.684,2359.87,1,3,1,0.641,1,2,0.348,0.877,645.35
f3f71132-9b4e-459b-bcf4-b982479adaa4,18,40973.94,831.8,192.61,30.3,130.34,12476.15,0.206,2388.7,11,11,0,0.452,1,1,0.363,0.679,470.7
db1278cb-b311-47ea-be6a-b5121d2cf5ef,46,29641.77,1540.01,369.65,1769.51,6839.43,3553.09,1.0,3326.81,6,7,16,0.254,1,3,0.232,0.996,667.74
f4c73037-16bf-4738-bb3e-9c9a3469e1ac,30,33556.69,1283.14,289.92,137.55,3921.54,14361.63,0.753,3737.77,10,9,11,0.772,1,2,0.5,1.108,550.5
97606363-1e5f-432f-857e-38c20064c976,26,24247.89,1181.98,330.42,488.18,3401.2,10464.59,0.912,850.05,6,4,0,0.79,1,0,0.467,1.026,603.86
acfe3cd1-2aef-43f6-9bd2-317c69008503,42,31991.03,937.32,276.77,71.35,2698.42,7489.73,0.931,2365.77,2,3,3,0.553,1,0,0.308,1.725,673.92
7ccec512-a3b3-450e-a68d-552ab3042591,31,78389.11,657.78,161.22,418.11,9034.87,24568.92,0.763,107.45,10,11,10,0.539,1,2,0.315,3.171,559.89
bdeb25b6-9d2d-4fbd-a433-bc38e12fcb41,46,31690.46,940.94,167.24,160.81,49.64,10456.33,0.297,3336.66,9,10,18,0.193,1,5,0.435,0.705,569.72
6210cce8-b28b-4833-bc60-508e91b8a471,41,52529.18,1068.0,287.16,130.26,11247.19,4982.99,0.997,12550.83,0,0,12,0.145,1,3,0.334,1.904,773.26
17ad8ee6-a87a-4904-80d0-b0bf40a90340,42,39942.62,300.0,96.1,166.3,9523.04,2248.47,0.359,3189.34,1,3,15,0.5,1,1,0.136,1.004,667.43
e4f4848c-7caa-42ca-bc0a-e2715018078a,21,73577.32,1121.06,269.43,27765.54,1111.85,760.53,0.352,14200.75,12,12,2,0.144,1,1,0.203,1.455,497.64
d2642826-842a-405e-b926-eb3145e8a16d,47,76223.25,1569.74,485.8,13452.97,6828.62,34791.41,0.977,2246.8,7,5,14,0.71,1,1,0.486,2.364,644.54
f6a96a77-d38f-4d81-987d-5f8b8312fd16,38,67281.4,1426.89,278.53,62.54,11561.94,11630.04,0.216,247.96,3,1,11,0.663,1,3,0.177,0.454,630.4
531ce1b9-3b36-406d-b785-21c1057e4398,31,56122.69,1001.52,139.52,18096.03,6139.89,2408.53,0.629,8391.41,2,1,6,1.341,1,2,0.192,1.78,619.43
57c2fe0b-59e4-4c11-9eb9-c887f8d4eda2,36,45378.81,1218.77,268.15,6418.03,1410.94,10568.72,0.406,6282.48,9,11,7,0.796,1,1,0.371,0.957,500.37
2dba90b3-f1b1-4789-ac07-e2a4df2a90c4,18,26162.51,977.53,279.9,20697.81,2534.63,989.27,0.167,1503.19,6,8,0,0.534,1,0,0.095,0.248,523.64
4a044e06-7e25-4501-b918-37476410c1d6,39,88870.58,1259.5,262.08,333.69,5618.44,3788.14,0.061,7640.69,9,11,0,0.301,1,1,0.129,0.227,482.67
9a830e7f-9d30-4146-ae93-e1b4321ae402,25,34806.54,1816.04,404.96,27593.86,6171.26,8508.2,0.878,320.27,3,1,5,1.275,1,3,0.254,0.931,629.07
c671b539-89c4-494b-8ff8-b1a779f95203,21,63272.93,1587.4,444.4,1918.16,5919.82,16097.79,0.119,15143.74,1,0,3,0.214,1,4,0.494,0.248,654.2
54c32754-f0b4-45bb-ae96-2bf67d448144,20,71191.31,1408.32,375.21,19904.47,506.1,20650.57,0.647,6434.61,2,4,0,0.737,1,0,0.38,2.102,623.64
cd37312a-e1b0-473a-a0b7-a082267158bd,46,38894.39,1002.85,269.57,93.63,4444.84,12763.42,0.708,2560.69,3,1,0,0.547,1,3,0.394,1.397,653.9
b81e656f-6bdf-465e-ba65-dfb1811b148a,29,70760.25,1499.98,414.07,25.12,2662.99,23643.38,0.64,17081.33,0,2,11,0.362,1,0,0.5,1.767,709.34
78a56ad1-dfae-4ff3-b0d6-fa8e1370f35e,50,65284.26,525.25,110.05,7457.37,15323.82,14133.93,0.896,769.19,7,6,3,0.907,0,2,0.228,2.549,559.56
44890df0-22b2-41aa-8d99-488aea80640c,30,84559.28,1099.06,255.82,198.64,5162.1,27208.35,0.534,7217.79,10,10,11,0.318,0,3,0.407,2.108,533.62
62481e58-c16d-4153-871f-eb0b20d8dd0e,18,40613.07,1433.48,398.86,84.62,4872.91,6188.21,0.282,3201.36,7,7,0,1.039,1,1,0.231,0.426,499.39
e6ddfaed-d38b-4638-bc52-059be8c68b9f,24,24282.72,1496.17,306.8,94.56,3146.09,5358.08,0.141,1915.71,4,4,0,0.326,0,2,0.3,0.138,555.81
9a0f6cd0-7df7-45cc-897b-3c5870b06db5,47,39890.2,1467.95,259.85,41.12,10451.69,7844.95,0.664,137.57,12,12,9,0.147,1,4,0.2,0.849,539.09
0f9ec373-6d91-4461-bab8-42613296d158,33,54177.07,1317.93,307.82,73.21,2909.95,8915.11,0.576,15191.33,5,4,4,0.646,1,2,0.445,1.392,607.08
c4d95925-5619-423f-80aa-f886287e8c30,30,51164.25,1121.71,326.97,196.54,8416.49,6103.15,0.329,13264.0,3,1,12,0.308,0,0,0.379,0.652,640.47
0291cb82-d431-49ba-b2db-6de354d17b1d,37,42131.24,1415.19,366.58,86.6,5181.66,1652.79,0.62,5238.93,10,9,9,0.656,1,3,0.164,0.983,541.31
aaf91b43-9701-4f17-bbff-faeb06f57b06,40,11816.05,818.86,247.58,164.83,9892.01,2988.93,0.467,1578.98,2,3,9,0.578,1,0,0.387,0.243,642.27
e6d309bd-8704-475f-8c19-f60575eb66e8,46,59409.66,862.13,114.72,2706.08,3620.79,15960.05,0.93,9341.95,2,0,13,0.388,1,0,0.426,3.601,747.06
56c46dc3-a2fe-4429-8726-9d40eaded844,49,89446.89,1224.69,321.95,24578.85,10457.42,15034.01,0.682,12835.16,12,12,18,0.564,0,0,0.312,2.102,516.05
9709e8c3-dc37-4bd7-a3a6-9536629ab4bc,31,59285.02,1269.28,350.01,9626.48,3864.59,28926.46,0.937,13857.29,3,4,2,0.672,1,0,0.5,2.385,651.07
f326948c-120f-475a-84f3-36c819443785,22,62182.71,469.75,50.0,5892.66,212.82,17316.68,0.408,9111.38,12,12,0,0.525,1,0,0.425,3.934,484.2
8235b9c3-133e-4d5c-b2b4-e116968503b8,31,61448.91,1382.06,388.62,22.48,3939.46,27314.36,0.893,3480.92,5,4,0,0.262,1,2,0.5,2.179,652.96
af793e64-d8d2-4c1a-9843-62dab88cb2aa,38,57940.93,1509.09,371.7,9586.32,6431.02,16515.64,0.544,2033.24,1,2,7,0.477,1,3,0.32,1.087,670.75
b28dc3e4-3c0f-419a-a50a-7829629b4b9f,25,68633.32,1169.09,445.84,8542.1,1167.4,6517.28,0.58,18907.21,5,4,0,0.126,1,1,0.37,1.937,635.15
